trans_id	transaction_date	cardholder_name	card_number	merchant	amount	merchant_category
MDQ-7537522386	8/24/2018	Celeste Barfford	201512932480545	Kaymbo	$76164.67	Kids
VYV-0600375805	8/28/2018	Ax Porch	3555294062627411	Skipfire	$39617.45	Computers
NIV-5670484169	9/20/2018	Fabe Lackie	3569776362634919	Twitterbeat	$35791.60	Home
BHQ-0028152934	1/14/2019	Elfreda Noteyoung	3575721989275706	Youspan	$8887.38	Clothing
LWO-7353978642	8/19/2018	Edvard MacCartan	3567864865541773	Brightbean	$4075.06	Music
UKU-2713682160	11/18/2018	Anthia Hughman	372301097392544	Tavu	$73664.17	Computers
BFL-5184720518	3/3/2019	Lyndell Lewins	3567659191296336	Chatterpoint	$23877.09	Outdoors
SKG-3606548783	8/3/2018	Haydon Philipsson	3578022433466125	Einti	$34738.04	Garden
NUS-9054587385	10/12/2018	Murial Tomsen	3571125190857522	Flashspan	$20376.93	Automotive
MEN-4653663723	7/29/2018	Rebecka Feveryear	5641823981129439	Skilith	$18547.16	Beauty
RVV-6957761416	8/21/2018	Damita Kittley	372301253378485	Tagchat	$53064.93	Outdoors
RSQ-4290227697	9/25/2018	Ulla Tuson	4041376113999	Fatz	$64706.95	Beauty
HHI-5508046971	6/29/2019	Elaine Surgen	5100142795203460	Zazio	$2331.12	Toys
PHS-2814500454	8/16/2018	Krissie Fulun	6333736287345334539	Dabtype	$53355.09	Home
QSU-7387427490	10/29/2018	Mia Tewnion	6379433359849539	Kwilith	$80154.37	Electronics
JTU-0741169271	3/30/2019	Aguistin Ivatt	5602220528998250	Kazu	$35416.26	Movies
EUC-0244686568	6/18/2019	Bailie Haylor	201950776261052	Yodel	$21247.89	Grocery
WCV-9129280186	4/30/2019	Skipper Miller	3533602400508654	Kwideo	$16980.13	Garden
ERC-5916660722	2/6/2019	Vin Gawn	3578926961236330	Blogpad	$22148.05	Games
TZJ-9097859265	12/10/2018	Shandy Brouwer	5610973778259399	Wikizz	$55719.92	Outdoors
VMI-6797700988	3/31/2019	Meridel Geany	56022371248402571	Trilith	$42378.25	Movies
ZHY-9213611932	4/29/2019	Phyllis Scrimshire	374622222705096	Roombo	$75149.91	Beauty
UCD-1595392830	8/15/2018	Ketti Dieton	3530964113380984	Tagfeed	$2231.17	Shoes
LQO-3128776523	2/2/2019	Ettore Ide	3556936773413452	Jabberbean	$92815.27	Health
BJO-6977556467	9/30/2018	Fletch Toten	5602231558077220	Avaveo	$95031.05	Grocery
DTT-0148823318	1/1/2019	Ki McCarron	3532385788197172	Tekfly	$63233.35	Shoes
CNX-6015084679	10/20/2018	Jenny Spinke	3576068948011684	Ntags	$91532.46	Toys
SAU-4344358043	8/14/2018	Bunny Julien	30547559362557	Jaloo	$75007.81	Beauty
EDW-2194890171	7/6/2019	Jeniffer Faivre	3553824827389857	Buzzshare	$71766.86	Games
CFX-8014789969	7/20/2019	Deanne Jarvis	4026453726657904	Podcat	$72848.00	Toys
UYC-7198379910	8/22/2018	Chandra McNeice	5497971290957993	Quamba	$86453.71	Grocery
KNY-8232126332	12/25/2018	Packston Heak	5610195024586850	Ainyx	$57083.61	Clothing
WAS-2902014816	7/7/2019	Sylvester Casburn	4175006229809692	Vinder	$94126.01	Computers
TZP-6158232979	8/1/2018	Elvera Eagers	4917351793063513	Voomm	$39536.32	Books
WXW-3975374641	7/10/2019	Adria Garton	3552177220309803	Oyope	$15337.19	Outdoors
WKU-5240218368	10/1/2018	Derrik Dumphries	5277474673034577	JumpXS	$47785.53	Tools
QAK-6932168786	11/27/2018	Mavra Stabler	3536218108022067	Zava	$42327.51	Music
ZBL-9838833777	8/9/2018	Rosalinda Pennycock	201458593907626	Wikizz	$53008.81	Home
BTM-7006932170	1/9/2019	Geri Castelain	0604059973968335163	Twitterbridge	$50500.06	Kids
MAN-8935438560	11/12/2018	Thayne Lampl	3580802723291473	Twitterbeat	$77392.94	Automotive
HCR-0855948021	2/19/2019	Conrade Brody	3583114878728615	Livetube	$60623.18	Garden
XMG-3132772367	5/26/2019	Barnebas Terrans	3583431178625006	Livetube	$84307.22	Outdoors
BKL-2023701316	1/17/2019	Horten Sibson	3568831717205088	Oozz	$75462.88	Books
AWW-8907743512	4/19/2019	Tarah Devall	374288368233036	Kaymbo	$72597.59	Electronics
PJM-4368392836	7/15/2019	Sarena Itzkowicz	6706841271144694714	Meejo	$86878.15	Movies
ALO-7726484379	9/6/2018	Ingemar Heap	3528844201140298	Devcast	$74108.04	Electronics
VJU-7511483786	6/19/2019	Gwendolen Lympany	201994422028051	Eayo	$29.39	Tools
TIQ-2782413233	4/29/2019	Irita Le Bosse	5108752514899679	Skippad	$72441.05	Kids
VKR-4327824143	12/21/2018	Jere Blewett	5566551958060748	Thoughtstorm	$89909.88	Industrial
WMI-4174811882	10/4/2018	Kassey Thursby	3575497877040474	Jaxspan	$51555.08	Clothing
GWR-5779597134	12/13/2018	Celina Awcock	3532715723678870	Photojam	$57758.56	Health
HGQ-6453233175	8/2/2018	Yvette Josofovitz	4026026048979188	Photobug	$90032.95	Industrial
LEF-0157111961	7/12/2019	Marie-ann Kingsley	3580891402460053	Plajo	$17283.09	Games
DIW-4113268906	9/7/2018	Jodie Bleakley	3534766140143749	Skinder	$23653.87	Kids
IIC-1152262890	12/17/2018	Basil Baraclough	5602252861369203	Thoughtblab	$60484.41	Garden
KYF-7946479151	8/31/2018	Josi Vickerman	5602221555368318	Thoughtmix	$96472.36	Music
QNI-2167783685	9/23/2018	Jeanine Hurche	3577844273631372	Linktype	$86020.30	Electronics
QIG-5759266504	6/25/2019	Monica Bednall	3542489368059477	Dabjam	$26249.90	Electronics
YLL-4598462452	9/3/2018	Marijo Handford	3529991683241356	Skyble	$58898.75	Outdoors
ULN-9250244958	2/11/2019	Annadiana Lyptratt	5476284962572883	Eimbee	$11850.91	Computers
GMM-6431940071	12/4/2018	Finlay Carefull	5546016269565954	Dynazzy	$98260.42	Books
YGS-4984438893	1/10/2019	Francine Erwin	3528078817124947	Dabtype	$6929.47	Industrial
ARS-7159777680	6/25/2019	Elissa Carrigan	3563842596640860	Mydo	$78087.20	Movies
ZIF-3537709854	12/10/2018	Denver Callar	3581366470550076	Demivee	$51240.55	Games
ZHO-7281605908	5/31/2019	Mamie McCole	3543416166498259	Fivechat	$89901.65	Movies
LAH-3961415435	10/24/2018	Cathie Trevaskus	4289218466302199	Aimbu	$84644.56	Movies
KVB-0127916641	4/13/2019	Jo ann Skone	6767823561702515515	Kwideo	$27727.15	Sports
PLW-2993845163	12/10/2018	Salomi Diffley	30533473712077	Brainlounge	$28714.74	Kids
RHJ-6374086087	6/24/2019	Fremont Laugherane	30422812084325	Feednation	$10249.31	Shoes
GHH-1008322631	6/9/2019	Kynthia Yarranton	5610262972672668	Wikivu	$28069.65	Beauty
UUU-4367209062	12/29/2018	Benoit Phare	5100130017892921	Zoovu	$87164.84	Sports
JRK-9236692749	12/15/2018	Den Trobey	5491732469689692	Mybuzz	$58206.72	Outdoors
VUX-7130274320	12/30/2018	Brenda Semered	3542352971635713	Devify	$20390.99	Electronics
RNU-9026129897	6/3/2019	Lefty Spurrett	3549237773948856	JumpXS	$20250.09	Health
PZX-8643965666	6/12/2019	Justin Comino	676210436489409465	Babblestorm	$65333.57	Grocery
HCX-7874197603	12/21/2018	Trefor Douberday	493692857217212862	InnoZ	$96211.95	Health
VUK-4500145965	4/15/2019	Dorine Barby	5010129494782257	Tagfeed	$73908.03	Kids
GRS-1587532311	4/21/2019	Jorey Eltone	3545268183079044	Thoughtbridge	$20327.59	Electronics
IUK-9170360208	6/28/2019	Marnia Kures	5641828906861164	Fivespan	$20004.47	Books
MHQ-1276537838	9/6/2018	Torrin Broome	3574236395601263	Buzzdog	$35586.38	Shoes
LBD-7672037269	3/13/2019	Sebastian Szepe	3584447136203271	Buzzshare	$19760.29	Automotive
LQX-8713132260	1/19/2019	Felicio Abelov	30481810247219	Bubblemix	$72917.24	Jewelery
JVI-3091566420	11/6/2018	Korie Bracey	3587296254396293	Flashspan	$1876.35	Toys
OYV-0612021923	3/5/2019	Gardner Dixie	6304277455937875393	Linkbridge	$51665.14	Clothing
SMC-8856550405	3/11/2019	Danell Whyborne	3575329917278261	Tagchat	$81920.76	Shoes
SNF-9491501333	2/2/2019	Seana Firbanks	3580480479003267	Tagpad	$33719.37	Home
SMD-5470258043	4/28/2019	Bonni Trevan	5602214407342631	Topicstorm	$87745.40	Books
NRU-7640469460	5/27/2019	Hobey Elms	3537180337631481	Reallinks	$17616.22	Tools
YZW-3949909229	6/15/2019	Niels Perrat	201889216142425	Cogilith	$97367.15	Industrial
FDG-7103763902	5/22/2019	Malory Isaacson	3563414763463797	Livetube	$52451.56	Garden
TST-1117251742	11/28/2018	Francklyn Rhodus	5602225917598561	Realpoint	$57689.06	Electronics
RAS-2061671514	4/2/2019	Alana Di Franceshci	4911954351586365	Dablist	$33266.19	Health
TJY-0948075678	2/10/2019	Kim Klemke	3579174479396135	Agimba	$92401.63	Books
CEF-4288429639	3/24/2019	Vite Worsalls	5100133550600909	Rhybox	$66171.47	Baby
NJN-9116476097	11/27/2018	Jeane McGuggy	5610211431155559	Yozio	$999.34	Beauty
JWC-7582038920	5/30/2019	Cecelia Hirche	3558288971895926	Skynoodle	$42948.31	Games
AAX-9829676544	8/21/2018	Juliane Nijs	502039664736618763	Yadel	$14933.76	Music
HAG-2434629866	7/25/2018	Cirilo Serjeant	4405200191708667	Livetube	$15020.19	Toys
XLO-8007871465	6/17/2019	Susette Caughtry	6386810019980864	Jabberbean	$47278.34	Movies
ZYD-6493278887	1/24/2019	Valera Lecointe	4041376564142	Twinder	$3329.12	Books
KCB-2451523320	1/21/2019	Larisa Drillot	676700034947993134	Myworks	$58132.92	Baby
DNR-2409670504	9/4/2018	Timmie Vinten	5610000327723814	Plambee	$12544.36	Toys
ZOT-2811530992	2/19/2019	Lonee Dentith	5602243903399696	Yakitri	$14508.01	Electronics
KZS-3549507995	3/5/2019	Reiko Ferens	63044265225450027	Topicblab	$38326.60	Grocery
PER-4967283272	2/14/2019	Devy Lithgow	340666916869511	Aibox	$70896.62	Beauty
QZL-3520856002	8/29/2018	Tobin Banke	6767625870298921742	Voolia	$98864.73	Baby
WCW-5125603693	5/4/2019	Vasili Mannock	6383975109280898	Gabspot	$60843.91	Industrial
XGA-2610209732	12/26/2018	Clive Nealy	3544596343568899	Bubblemix	$49905.48	Industrial
NFU-5569057231	8/14/2018	Marven Kerswill	3556310293046624	Ainyx	$66070.19	Movies
CKN-3023809086	1/5/2019	Nadeen Cutteridge	3577109149835239	Roomm	$68833.54	Games
HDX-9064484425	3/26/2019	Gilly Courteney	3543399456346232	Quamba	$82429.20	Baby
SQB-1327171090	11/17/2018	Lani Frossell	3568937374747179	Flashpoint	$586.75	Industrial
ZLR-4562567518	11/8/2018	Kinny Terrazzo	3574444001608884	Blogtags	$40791.82	Music
BJZ-6594165081	2/16/2019	Rourke Mantz	3567145162570073	Zooxo	$82221.10	Health
BNT-5792194807	9/29/2018	Oren Flowith	5486167614058419	Janyx	$31826.81	Sports
PIW-3657188609	12/26/2018	Shelley Pardi	6771217529901042793	Cogidoo	$82000.50	Music
KGZ-8332573326	11/17/2018	Jessamine Halley	5602219856228975	Voonyx	$58704.87	Baby
ISR-3492884815	5/2/2019	Obadias Synder	3576416360404954	Abata	$95155.03	Tools
EII-1668831173	3/1/2019	Corri Cowherd	3580418666859786	Npath	$39809.26	Shoes
CCZ-0278851829	3/31/2019	Chanda Ovens	6331107277525264999	Twinder	$78929.74	Automotive
PWS-7264297455	1/16/2019	Jerrie Van Oord	3567480786571284	Meeveo	$15101.87	Clothing
NVT-9230474170	5/29/2019	Nydia Drake	3567931406813209	Voonte	$44783.25	Health
RTJ-1092476743	2/21/2019	Paul Dyer	30439198955407	Trudeo	$35532.31	Games
LUV-4443106741	6/28/2019	Carlene Gianettini	201613195838856	Kaymbo	$87855.39	Games
ZFI-1359265652	4/2/2019	Rabbi Shave	3554226093196801	Quaxo	$56637.01	Kids
ZMG-2777714464	12/6/2018	Wolfy Campling	3581598775280567	Fliptune	$90190.74	Industrial
OAI-1573228176	6/3/2019	Sherri Sharville	30476805084221	Zoomcast	$50794.13	Grocery
SNM-8595720683	11/20/2018	Cobby Moores	3582706581626753	Tambee	$61727.34	Health
EMI-1834619600	6/26/2019	Clo Dudgeon	5602249873533164	Blognation	$72944.08	Tools
HHV-3424744036	7/30/2018	Lillian Verey	3536860318345281	Edgepulse	$90242.08	Jewelery
YGL-0489894057	1/18/2019	Maureene Farnie	5602246445465842	Topicware	$72294.50	Beauty
MXH-1971316510	8/6/2018	Susanna Spilstead	3540438511303466	Thoughtstorm	$70994.28	Electronics
TVE-1901171517	12/15/2018	Tera Fibbens	503828981892713375	Avamba	$37301.22	Health
OOO-0391904542	7/10/2019	Elihu Abramov	63044185241943245	Brightbean	$16967.65	Kids
UTN-0777759994	2/13/2019	Ezequiel Girardet	3584926465091118	Camimbo	$16801.20	Clothing
YRY-6290681086	12/2/2018	Craggie Daltrey	5602256683003262	Gigashots	$77802.55	Electronics
DRU-0209620317	4/26/2019	Sydney Croson	3588847463355790	Topicstorm	$71685.27	Health
GRE-3337291336	8/9/2018	Myrilla Lambol	3529410772234818	Leexo	$95184.34	Movies
